Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
NVDA250523P00102000,NVDA250523P00102000,Buy,Filled,1,1,@3.35,3.35,DAY,04/28/2025 11:46:13 EDT,04/28/2025 11:46:15 EDT
NVDA250530C00111000,NVDA250530C00111000,Sell,Cancelled,0,1,@9.95,,GTC,04/25/2025 13:35:41 EDT,
NVDA250530C00111000,NVDA250530C00111000,Sell,Filled,1,1,@5.93,5.93,GTC,04/25/2025 13:35:41 EDT,04/28/2025 09:37:16 EDT
MARA250516C00016000,MARA250516C00016000,Buy,Filled,1,1,@0.670,0.670,DAY,04/23/2025 15:58:01 EDT,04/23/2025 15:58:01 EDT
NVDA250530C00111000,NVDA250530C00111000,Sell,Cancelled,0,1,3.25,,DAY,04/23/2025 09:31:02 EDT,
NVDA250530C00111000,NVDA250530C00111000,Sell,Cancelled,0,1,@8.00,,DAY,04/23/2025 09:31:02 EDT,
NVDA250530C00111000,NVDA250530C00111000,Sell,Cancelled,0,1,@5.00,,DAY,04/22/2025 09:32:05 EDT,
NVDA250530C00111000,NVDA250530C00111000,Sell,Cancelled,0,1,2.50,,DAY,04/22/2025 09:32:05 EDT,
NVDA250425P00090000,NVDA250425P00090000,Sell,Filled,1,1,@0.990,0.990,DAY,04/21/2025 15:04:18 EDT,04/21/2025 15:05:20 EDT
MARA250530C00013500,MARA250530C00013500,Buy,Cancelled,0,1,@0.950,,DAY,04/21/2025 14:43:30 EDT,
NVDA250530C00111000,NVDA250530C00111000,Buy,Filled,1,1,@2.83,2.83,DAY,04/21/2025 14:36:52 EDT,04/21/2025 14:36:52 EDT
NVDA250509C00115000,NVDA250509C00115000,Sell,Filled,1,1,@0.530,0.530,DAY,04/21/2025 11:51:20 EDT,04/21/2025 11:51:20 EDT
NVDA250425P00090000,NVDA250425P00090000,Buy,Filled,1,1,@1.02,1.02,DAY,04/16/2025 14:47:30 EDT,04/16/2025 14:48:12 EDT
SPY250425P00484000,SPY250425P00484000,Sell,Filled,1,1,0.880,0.880,DAY,04/16/2025 11:48:09 EDT,04/16/2025 11:48:09 EDT
NVDA250509C00115000,NVDA250509C00115000,Buy,Filled,1,1,@1.94,1.94,GTC,04/16/2025 11:34:10 EDT,04/16/2025 11:35:06 EDT
SPY250425P00484000,SPY250425P00484000,Buy,Filled,1,1,@0.990,0.990,DAY,04/16/2025 10:32:07 EDT,04/16/2025 10:32:10 EDT
SPY250502C00560000,SPY250502C00560000,Sell,Filled,1,1,@1.75,1.75,DAY,04/16/2025 10:00:38 EDT,04/16/2025 10:00:41 EDT
SPY250502C00560000,SPY250502C00560000,Buy,Filled,1,1,@2.72,2.72,GTC,04/15/2025 15:41:19 EDT,04/15/2025 15:41:30 EDT
MARA250509C00012000,MARA250509C00012000,Sell,Filled,1,1,@1.44,1.44,DAY,04/15/2025 10:26:17 EDT,04/15/2025 10:26:27 EDT
SPY250430C00560000,SPY250430C00560000,Sell,Filled,1,1,@2.68,2.68,DAY,04/15/2025 10:19:42 EDT,04/15/2025 10:19:42 EDT
SPY250430C00560000,SPY250430C00560000,Sell,Cancelled,0,1,@2.82,,DAY,04/15/2025 10:18:57 EDT,
SPY250430C00560000,SPY250430C00560000,Sell,Cancelled,0,1,@3.85,,GTC,04/15/2025 10:17:50 EDT,
SPY250430C00560000,SPY250430C00560000,Sell,Cancelled,0,1,2.30,,GTC,04/15/2025 10:17:50 EDT,
MARA250509C00012000,MARA250509C00012000,Sell,Cancelled,0,1,@1.90,,GTC,04/15/2025 10:07:57 EDT,
MARA250509C00012000,MARA250509C00012000,Sell,Cancelled,0,1,1.35,,GTC,04/15/2025 10:07:57 EDT,
SPY250430C00560000,SPY250430C00560000,Buy,Filled,1,1,@3.16,3.16,DAY,04/15/2025 10:07:03 EDT,04/15/2025 10:07:03 EDT
NVDA250502C00113000,NVDA250502C00113000,Sell,Filled,1,1,@7.40,7.40,DAY,04/09/2025 15:54:39 EDT,04/09/2025 15:55:05 EDT
MARA250509C00012000,MARA250509C00012000,Sell,Cancelled,0,1,@2.50,,DAY,04/09/2025 14:33:53 EDT,
MARA250509C00012000,MARA250509C00012000,Sell,Cancelled,0,1,1.00,,DAY,04/09/2025 14:33:53 EDT,
NVDA250502C00113000,NVDA250502C00113000,Sell,Cancelled,0,1,5.70,,DAY,04/09/2025 13:30:34 EDT,
NVDA250502C00113000,NVDA250502C00113000,Sell,Cancelled,0,1,@8.10,,DAY,04/09/2025 13:30:34 EDT,
NVDA Vertical,,Buy,Filled,1,1,@0.900,0.900,DAY,04/08/2025 15:52:05 EDT,04/08/2025 15:52:15 EDT
,NVDA250502C00113000,Buy,Filled,1,1,@1.56,1.56,DAY,04/08/2025 15:52:05 EDT,04/08/2025 15:52:15 EDT
,NVDA250502C00120000,Sell,Filled,1,1,@0.660,0.660,DAY,04/08/2025 15:52:05 EDT,04/08/2025 15:52:15 EDT
MARA250509C00012000,MARA250509C00012000,Buy,Filled,1,1,@1.10,1.10,DAY,04/08/2025 10:07:22 EDT,04/08/2025 10:07:41 EDT
MARA250509C00012500,MARA250509C00012500,Buy,Cancelled,0,1,@0.800,,DAY,04/08/2025 10:06:45 EDT,
NVDA250502C00120000,NVDA250502C00120000,Buy,Filled,1,1,@1.13,1.13,DAY,04/08/2025 09:36:21 EDT,04/08/2025 09:36:21 EDT
SPY250502C00552000,SPY250502C00552000,Sell,Filled,1,1,@4.67,4.67,DAY,04/08/2025 09:33:21 EDT,04/08/2025 09:33:22 EDT
SPY250502C00552000,SPY250502C00552000,Buy,Filled,1,1,@2.60,2.60,DAY,04/07/2025 10:28:54 EDT,04/07/2025 10:29:07 EDT
SPY250509C00555000,SPY250509C00555000,Sell,Filled,1,1,@2.92,2.92,DAY,04/07/2025 10:22:40 EDT,04/07/2025 10:24:58 EDT
SPY250509C00555000,SPY250509C00555000,Sell,Cancelled,0,1,@10.00,,DAY,04/07/2025 10:19:02 EDT,
SPY250509C00555000,SPY250509C00555000,Buy,Filled,1,1,@2.33,2.33,DAY,04/07/2025 09:56:09 EDT,04/07/2025 09:56:09 EDT
SPY250430C00570000,SPY250430C00570000,Sell,Filled,1,1,@0.320,0.320,DAY,04/07/2025 09:42:33 EDT,04/07/2025 09:42:48 EDT
NVDA250502C00110000,NVDA250502C00110000,Sell,Filled,1,1,@1.17,1.17,DAY,04/07/2025 09:42:19 EDT,04/07/2025 09:42:26 EDT
SPY Vertical,,Buy,Filled,1,1,@0.080,0.080,DAY,04/04/2025 12:31:17 EDT,04/04/2025 12:31:17 EDT
,SPY250430C00570000,Buy,Filled,1,1,@0.920,0.920,DAY,04/04/2025 12:31:17 EDT,04/04/2025 12:31:17 EDT
,SPY250430C00571000,Sell,Filled,1,1,@0.840,0.840,DAY,04/04/2025 12:31:17 EDT,04/04/2025 12:31:17 EDT
NVDA250502C00110000,NVDA250502C00110000,Buy,Filled,1,1,@1.81,1.81,DAY,04/04/2025 10:53:00 EDT,04/04/2025 10:53:00 EDT
SPY250430C00571000,SPY250430C00571000,Buy,Filled,1,1,@1.14,1.14,DAY,04/04/2025 09:52:47 EDT,04/04/2025 09:52:47 EDT
NVDA250417P00090000,NVDA250417P00090000,Sell,Filled,1,1,@2.80,2.80,DAY,04/04/2025 09:50:30 EDT,04/04/2025 09:50:48 EDT
SPY250411P00505000,SPY250411P00505000,Sell,Filled,1,1,@5.52,5.52,DAY,04/04/2025 09:31:37 EDT,04/04/2025 09:31:40 EDT
NVDA250417P00090000,NVDA250417P00090000,Buy,Filled,1,1,@0.930,0.930,DAY,04/03/2025 11:05:04 EDT,04/03/2025 11:13:12 EDT
NVDA250417C00120000,NVDA250417C00120000,Sell,Filled,1,1,@0.340,0.340,DAY,04/03/2025 11:02:36 EDT,04/03/2025 11:02:36 EDT
SPY250411P00505000,SPY250411P00505000,Buy,Filled,1,1,@0.890,0.890,DAY,04/03/2025 09:39:34 EDT,04/03/2025 09:39:35 EDT
SPY250410P00529000,SPY250410P00529000,Buy,Cancelled,0,1,@0.470,,GTC,04/02/2025 17:32:09 EDT,
SPY250410P00527000,SPY250410P00527000,Buy,Cancelled,0,1,@0.500,,GTC,04/02/2025 17:31:54 EDT,
SPY250410P00530000,SPY250410P00530000,Buy,Cancelled,0,1,@0.500,,GTC,04/02/2025 17:31:31 EDT,
MARA250417C00013500,MARA250417C00013500,Sell,Filled,1,1,@0.090,0.090,GTC,04/02/2025 17:23:45 EDT,04/03/2025 09:30:11 EDT
MARA250417C00013500,MARA250417C00013500,Sell,Cancelled,0,1,@0.500,,GTC,04/02/2025 17:23:45 EDT,
NVDA250417C00120000,NVDA250417C00120000,Sell,Cancelled,0,1,0.500,,GTC,04/02/2025 17:23:20 EDT,
NVDA250417C00120000,NVDA250417C00120000,Sell,Cancelled,0,1,@1.11,,GTC,04/02/2025 17:23:20 EDT,
SPY250410C00580000,SPY250410C00580000,Sell,Filled,1,1,@0.100,0.100,GTC,04/02/2025 17:22:59 EDT,04/03/2025 09:30:01 EDT
SPY250410C00580000,SPY250410C00580000,Sell,Cancelled,0,1,@2.15,,GTC,04/02/2025 17:22:59 EDT,
SPY250410C00580000,SPY250410C00580000,Buy,Filled,1,1,@1.28,1.28,DAY,04/02/2025 14:10:41 EDT,04/02/2025 14:10:41 EDT
MARA250417C00013500,MARA250417C00013500,Buy,Filled,1,1,@0.560,0.560,GTC,04/02/2025 11:34:57 EDT,04/02/2025 11:35:25 EDT
SPY250407C00573000,SPY250407C00573000,Sell,Cancelled,0,1,@3.00,,GTC,04/02/2025 11:31:26 EDT,
SPY250407C00573000,SPY250407C00573000,Sell,Filled,1,1,@2.18,2.18,GTC,04/02/2025 11:31:26 EDT,04/02/2025 11:44:26 EDT
NVDA250417C00120000,NVDA250417C00120000,Buy,Filled,1,1,@0.980,0.980,DAY,04/02/2025 09:49:27 EDT,04/02/2025 09:49:27 EDT
NVDA250417C00116000,NVDA250417C00116000,Sell,Filled,1,1,@1.37,1.37,DAY,04/02/2025 09:31:38 EDT,04/02/2025 09:31:38 EDT
NVDA250417C00116000,NVDA250417C00116000,Buy,Filled,1,1,@1.60,1.60,GTC,04/01/2025 15:16:59 EDT,04/01/2025 15:17:02 EDT
SPY250407C00573000,SPY250407C00573000,Buy,Filled,1,1,@1.30,1.30,DAY,04/01/2025 09:47:25 EDT,04/01/2025 09:47:25 EDT
SPY250407P00535000,SPY250407P00535000,Sell,Filled,1,1,@1.17,1.17,DAY,04/01/2025 09:33:32 EDT,04/01/2025 09:33:37 EDT
SPY Vertical,,Buy,Filled,1,1,@0.440,0.440,DAY,03/31/2025 14:30:41 EDT,03/31/2025 14:30:41 EDT
,SPY250407P00535000,Buy,Filled,1,1,@1.20,1.20,DAY,03/31/2025 14:30:41 EDT,03/31/2025 14:30:41 EDT
,SPY250407P00530000,Sell,Filled,1,1,@0.760,0.760,DAY,03/31/2025 14:30:41 EDT,03/31/2025 14:30:41 EDT
SPY250407P00530000,SPY250407P00530000,Sell,Filled,1,1,@0.750,0.750,GTC,03/31/2025 11:58:05 EDT,03/31/2025 14:10:33 EDT
SPY250407P00530000,SPY250407P00530000,Sell,Cancelled,0,1,@1.50,,GTC,03/31/2025 11:58:05 EDT,
SPY250407P00530000,SPY250407P00530000,Buy,Filled,1,1,@0.970,0.970,GTC,03/31/2025 11:43:53 EDT,03/31/2025 11:46:00 EDT
SPY250407P00530000,SPY250407P00530000,Buy,Filled,1,1,@0.900,0.900,GTC,03/31/2025 11:39:28 EDT,03/31/2025 11:53:56 EDT
SPY250404P00540000,SPY250404P00540000,Sell,Cancelled,0,1,@5.00,,GTC,03/31/2025 10:52:03 EDT,
SPY250404P00540000,SPY250404P00540000,Sell,Filled,1,1,@2.18,2.18,GTC,03/31/2025 10:52:03 EDT,03/31/2025 11:22:49 EDT
SPY250404P00540000,SPY250404P00540000,Buy,Filled,1,1,@2.68,2.68,GTC,03/31/2025 10:45:58 EDT,03/31/2025 10:45:58 EDT
SBUX250411P00094000,SBUX250411P00094000,Sell,Filled,1,1,@0.850,0.850,DAY,03/28/2025 10:19:25 EDT,03/28/2025 10:19:25 EDT
SBUX250411P00094000,SBUX250411P00094000,Buy,Filled,1,1,@0.740,0.740,DAY,03/28/2025 09:59:10 EDT,03/28/2025 09:59:33 EDT
SBUX250411P00095000,SBUX250411P00095000,Sell,Filled,1,1,@0.850,0.850,DAY,03/28/2025 09:42:59 EDT,03/28/2025 09:43:55 EDT
SBUX Vertical,,Buy,Filled,1,1,@0.360,0.360,DAY,03/27/2025 15:16:05 EDT,03/27/2025 15:16:05 EDT
,SBUX250411P00095000,Buy,Filled,1,1,@0.820,0.820,DAY,03/27/2025 15:16:05 EDT,03/27/2025 15:16:05 EDT
,SBUX250411P00093000,Sell,Filled,1,1,@0.460,0.460,DAY,03/27/2025 15:16:05 EDT,03/27/2025 15:16:05 EDT
MARA250425C00016000,MARA250425C00016000,Sell,Filled,1,1,@0.410,0.410,DAY,03/27/2025 09:48:52 EDT,03/27/2025 09:49:08 EDT
SBUX250411P00093000,SBUX250411P00093000,Buy,Filled,1,1,@0.680,0.680,DAY,03/26/2025 15:52:26 EDT,03/26/2025 15:52:26 EDT
SBUX250417P00092000,SBUX250417P00092000,Buy,Cancelled,0,1,@0.590,,DAY,03/26/2025 15:50:31 EDT,
SBUX250417C00100000,SBUX250417C00100000,Sell,Filled,1,1,@1.71,1.71,DAY,03/26/2025 11:12:52 EDT,03/26/2025 11:13:14 EDT
MARA250425C00016000,MARA250425C00016000,Sell,Cancelled,0,1,@1.00,,DAY,03/26/2025 09:32:10 EDT,
MARA250425C00016000,MARA250425C00016000,Sell,Cancelled,0,1,0.350,,DAY,03/26/2025 09:32:10 EDT,
SBUX250417C00100000,SBUX250417C00100000,Sell,Cancelled,0,1,0.900,,DAY,03/26/2025 09:31:43 EDT,
SBUX250417C00100000,SBUX250417C00100000,Sell,Cancelled,0,1,@3.00,,DAY,03/26/2025 09:31:43 EDT,
SBUX Calendar,,Buy,Filled,1,1,0.270,0.270,DAY,03/25/2025 15:42:08 EDT,03/25/2025 15:42:08 EDT
,SBUX250417C00100000,Buy,Filled,1,1,@0.770,0.770,DAY,03/25/2025 15:42:08 EDT,03/25/2025 15:42:08 EDT
,SBUX250411C00100000,Sell,Filled,1,1,@0.500,0.500,DAY,03/25/2025 15:42:08 EDT,03/25/2025 15:42:08 EDT
MARA250425C00016000,MARA250425C00016000,Buy,Filled,1,1,@0.640,0.640,DAY,03/25/2025 10:25:46 EDT,03/25/2025 10:26:23 EDT
MARA250417C00014000,MARA250417C00014000,Sell,Filled,1,1,@1.15,1.15,DAY,03/25/2025 10:20:47 EDT,03/25/2025 10:21:24 EDT
MARA250411C00013500,MARA250411C00013500,Sell,Filled,1,1,@1.29,1.29,DAY,03/25/2025 09:48:56 EDT,03/25/2025 09:49:19 EDT
SBUX Calendar,,Buy,Filled,1,1,@0.350,0.350,DAY,03/24/2025 14:40:22 EDT,03/24/2025 14:40:41 EDT
,SBUX250411C00100000,Buy,Filled,1,1,@0.790,0.790,DAY,03/24/2025 14:40:22 EDT,03/24/2025 14:40:41 EDT
,SBUX250404C00100000,Sell,Filled,1,1,@0.440,0.440,DAY,03/24/2025 14:40:22 EDT,03/24/2025 14:40:41 EDT
MARA250411C00013500,MARA250411C00013500,Sell,Cancelled,0,1,0.950,,GTC,03/24/2025 12:09:26 EDT,
MARA250411C00013500,MARA250411C00013500,Sell,Cancelled,0,1,@2.50,,GTC,03/24/2025 12:09:26 EDT,
TSLA250417C00400000,TSLA250417C00400000,Sell,Filled,1,1,0.580,0.580,DAY,03/24/2025 11:27:32 EDT,03/24/2025 11:27:32 EDT
MARA250417C00016000,MARA250417C00016000,Sell,Filled,1,1,0.430,0.430,DAY,03/24/2025 11:26:32 EDT,03/24/2025 11:26:32 EDT
MARA250417C00018000,MARA250417C00018000,Sell,Filled,1,1,0.160,0.160,DAY,03/24/2025 11:15:39 EDT,03/24/2025 11:15:39 EDT
SBUX250404C00100000,SBUX250404C00100000,Buy,Filled,1,1,@0.640,0.640,GTC,03/24/2025 11:14:08 EDT,03/24/2025 11:14:22 EDT
MARA250417C00014000,MARA250417C00014000,Sell,Filled,1,1,@1.04,1.04,DAY,03/24/2025 10:29:55 EDT,03/24/2025 10:35:01 EDT
MARA Vertical,,Buy,Filled,2,2,@0.410,0.410,DAY,03/21/2025 11:48:19 EDT,03/21/2025 11:48:38 EDT
,MARA250417C00014000,Buy,Filled,2,2,@0.510,0.510,DAY,03/21/2025 11:48:19 EDT,03/21/2025 11:48:38 EDT
,MARA250417C00018000,Sell,Filled,2,2,@0.100,0.100,DAY,03/21/2025 11:48:19 EDT,03/21/2025 11:48:38 EDT
MARA Vertical,,Buy,Cancelled,0,3,@0.220,0.000,DAY,03/21/2025 11:46:56 EDT,
,MARA250417C00015000,Buy,Cancelled,0,3,,0.000,DAY,03/21/2025 11:46:56 EDT,
,MARA250417C00018000,Sell,Cancelled,0,3,,0.000,DAY,03/21/2025 11:46:56 EDT,
MARA Vertical,,Buy,Filled,1,1,@0.180,0.180,DAY,03/18/2025 10:12:50 EDT,03/18/2025 11:35:54 EDT
,MARA250417C00016000,Buy,Filled,1,1,@0.340,0.340,DAY,03/18/2025 10:12:50 EDT,03/18/2025 11:35:54 EDT
,MARA250417C00018000,Sell,Filled,1,1,@0.160,0.160,DAY,03/18/2025 10:12:50 EDT,03/18/2025 11:35:54 EDT
MARA Vertical,,Buy,Filled,1,1,@0.150,0.150,DAY,03/18/2025 10:09:35 EDT,03/18/2025 10:10:48 EDT
,MARA250411C00013500,Buy,Filled,1,1,@0.730,0.730,DAY,03/18/2025 10:09:35 EDT,03/18/2025 10:10:48 EDT
,MARA250411C00014000,Sell,Filled,1,1,@0.580,0.580,DAY,03/18/2025 10:09:35 EDT,03/18/2025 10:10:48 EDT
TSLA Vertical,,Sell,Filled,1,1,@0.180,0.180,DAY,03/18/2025 10:07:32 EDT,03/18/2025 10:07:55 EDT
,TSLA250417C00365000,Sell,Filled,1,1,@0.390,0.390,DAY,03/18/2025 10:07:32 EDT,03/18/2025 10:07:55 EDT
,TSLA250417C00400000,Buy,Filled,1,1,@0.210,0.210,DAY,03/18/2025 10:07:32 EDT,03/18/2025 10:07:55 EDT
MARA250417C00018000,MARA250417C00018000,Buy,Filled,4,4,@0.230,0.230,DAY,03/17/2025 15:48:43 EDT,03/17/2025 15:48:43 EDT
SPY250320C00577000,SPY250320C00577000,Sell,Filled,1,1,@1.05,1.05,DAY,03/17/2025 13:48:46 EDT,03/17/2025 13:50:34 EDT
SPY250320C00577000,SPY250320C00577000,Sell,Cancelled,0,1,0.900,,DAY,03/17/2025 13:48:46 EDT,
MARA Vertical,,Buy,Filled,1,1,@0.620,0.620,DAY,03/17/2025 10:46:29 EDT,03/17/2025 10:47:00 EDT
,MARA250411C00014000,Buy,Filled,1,1,@0.790,0.790,DAY,03/17/2025 10:46:29 EDT,03/17/2025 10:47:00 EDT
,MARA250328C00015000,Sell,Filled,1,1,@0.170,0.170,DAY,03/17/2025 10:46:29 EDT,03/17/2025 10:47:00 EDT
SPY250320C00577000,SPY250320C00577000,Buy,Filled,1,1,@0.830,0.830,DAY,03/14/2025 15:47:33 EDT,03/14/2025 15:48:15 EDT
TSLA250417C00365000,TSLA250417C00365000,Buy,Filled,1,1,@0.990,0.990,DAY,03/13/2025 09:40:22 EDT,03/13/2025 09:40:22 EDT
MARA250328C00015000,MARA250328C00015000,Buy,Filled,1,1,@0.460,0.460,GTC,03/12/2025 10:31:05 EDT,03/12/2025 10:31:26 EDT
MARA250321P00012500,MARA250321P00012500,Sell,Filled,1,1,@0.520,0.520,DAY,03/12/2025 10:28:23 EDT,03/12/2025 10:28:27 EDT
MARA Calendar,,Buy,Filled,1,1,@0.290,0.290,DAY,03/12/2025 09:39:10 EDT,03/12/2025 09:39:10 EDT
,MARA250321P00012500,Buy,Filled,1,1,@0.380,0.380,DAY,03/12/2025 09:39:10 EDT,03/12/2025 09:39:10 EDT
,MARA250314P00012500,Sell,Filled,1,1,@0.090,0.090,DAY,03/12/2025 09:39:10 EDT,03/12/2025 09:39:10 EDT
SPXW250314C05935000,SPXW250314C05935000,Sell,Filled,1,1,@0.150,0.150,DAY,03/12/2025 09:34:57 EDT,03/12/2025 09:36:58 EDT
SPXW250318C06000000,SPXW250318C06000000,Sell,Filled,1,1,@0.250,0.250,DAY,03/11/2025 15:16:24 EDT,03/11/2025 15:25:50 EDT
MARA250314P00012500,MARA250314P00012500,Buy,Filled,1,1,@0.420,0.420,GTC,03/11/2025 13:43:20 EDT,03/11/2025 13:43:39 EDT
MARA250321C00015000,MARA250321C00015000,Sell,Filled,1,1,@0.260,0.260,DAY,03/11/2025 13:41:53 EDT,03/11/2025 13:41:53 EDT
SPXW250314C06010000,SPXW250314C06010000,Sell,Filled,1,1,@0.150,0.150,DAY,03/11/2025 11:19:51 EDT,03/11/2025 13:14:07 EDT
SPXW250314C05935000,SPXW250314C05935000,Buy,Filled,1,1,@0.500,0.500,DAY,03/11/2025 10:46:36 EDT,03/11/2025 10:47:41 EDT
SPXW Calendar,,Sell,Cancelled,0,1,@-0.300,0.000,DAY,03/11/2025 10:45:00 EDT,
,SPXW250318C06000000,Sell,Cancelled,0,1,,0.000,DAY,03/11/2025 10:45:00 EDT,
,SPXW250318C05965000,Buy,Cancelled,0,1,,0.000,DAY,03/11/2025 10:45:00 EDT,
SPXW Calendar,,Sell,Cancelled,0,1,@-0.500,0.000,DAY,03/11/2025 10:41:35 EDT,
,SPXW250318C06000000,Sell,Cancelled,0,1,,0.000,DAY,03/11/2025 10:41:35 EDT,
,SPXW250318C05950000,Buy,Cancelled,0,1,,0.000,DAY,03/11/2025 10:41:35 EDT,
SPXW Calendar,,Sell,Cancelled,0,1,@-0.500,0.000,DAY,03/11/2025 10:40:24 EDT,
,SPXW250318C06000000,Sell,Cancelled,0,1,,0.000,DAY,03/11/2025 10:40:24 EDT,
,SPXW250318C05945000,Buy,Cancelled,0,1,,0.000,DAY,03/11/2025 10:40:24 EDT,
SPXW Calendar,,Sell,Cancelled,0,1,@-0.500,0.000,DAY,03/11/2025 10:36:31 EDT,
,SPXW250318C06000000,Sell,Cancelled,0,1,,0.000,DAY,03/11/2025 10:36:31 EDT,
,SPXW250318C05945000,Buy,Cancelled,0,1,,0.000,DAY,03/11/2025 10:36:31 EDT,
SPXW250318C06000000,SPXW250318C06000000,Buy,Filled,1,1,@1.10,1.10,DAY,03/10/2025 14:57:21 EDT,03/10/2025 14:57:34 EDT
SPXW250317C06120000,SPXW250317C06120000,Sell,Filled,1,1,@0.250,0.250,DAY,03/10/2025 13:54:08 EDT,03/10/2025 13:54:23 EDT
SPXW250313C06020000,SPXW250313C06020000,Sell,Filled,1,1,@0.250,0.250,DAY,03/10/2025 13:53:10 EDT,03/10/2025 13:53:11 EDT
SPXW250314C06010000,SPXW250314C06010000,Buy,Filled,1,1,@1.10,1.10,DAY,03/10/2025 11:30:42 EDT,03/10/2025 11:31:03 EDT
SPXW250313C06020000,SPXW250313C06020000,Buy,Filled,1,1,@1.15,1.15,DAY,03/07/2025 15:17:30 EST,03/07/2025 15:19:34 EST
SPXW250317C06120000,SPXW250317C06120000,Buy,Cancelled,0,2,@0.200,,DAY,03/07/2025 15:15:36 EST,
SPXW250317C06120000,SPXW250317C06120000,Buy,Filled,1,1,@0.550,0.550,DAY,03/07/2025 14:12:59 EST,03/07/2025 14:13:01 EST
SPXW250312C05995000,SPXW250312C05995000,Sell,Cancelled,0,1,@3.50,,DAY,03/07/2025 13:59:55 EST,
SPXW250312C05995000,SPXW250312C05995000,Sell,Filled,1,1,@1.85,1.85,DAY,03/07/2025 13:59:55 EST,03/07/2025 14:07:27 EST
SPXW250310C06165000,SPXW250310C06165000,Sell,Cancelled,0,1,@0.100,,DAY,03/07/2025 13:04:26 EST,
SPXW250311C06000000,SPXW250311C06000000,Sell,Filled,1,1,@0.400,0.400,DAY,03/07/2025 12:59:17 EST,03/07/2025 13:02:41 EST
SPXW250312C05995000,SPXW250312C05995000,Buy,Filled,1,1,@1.10,1.10,DAY,03/07/2025 12:04:48 EST,03/07/2025 12:04:49 EST
SPXW250311C06000000,SPXW250311C06000000,Buy,Filled,1,1,@2.55,2.55,DAY,03/06/2025 12:06:44 EST,03/06/2025 12:10:24 EST
SPXW250310C06165000,SPXW250310C06165000,Sell,Cancelled,0,1,@0.100,,DAY,03/06/2025 11:30:05 EST,
SPXW250310C06000000,SPXW250310C06000000,Sell,Cancelled,0,1,2.20,,DAY,03/06/2025 11:28:55 EST,
SPXW250310C06000000,SPXW250310C06000000,Sell,Filled,1,1,@3.00,3.00,DAY,03/06/2025 11:28:55 EST,03/06/2025 11:29:42 EST
SPXW250310C06000000,SPXW250310C06000000,Buy,Filled,1,1,@2.15,2.15,DAY,03/05/2025 11:36:07 EST,03/05/2025 11:50:18 EST
SPXW250310C06165000,SPXW250310C06165000,Sell,Cancelled,0,1,@0.150,,DAY,03/05/2025 10:11:06 EST,
MARA250321C00015000,MARA250321C00015000,Buy,Filled,1,1,@1.18,1.18,GTC,03/04/2025 15:21:32 EST,03/04/2025 15:21:50 EST
SPXW250312C06095000,SPXW250312C06095000,Sell,Filled,1,1,@2.00,2.00,DAY,03/04/2025 10:36:15 EST,03/04/2025 13:10:37 EST
SPXW250312C06095000,SPXW250312C06095000,Sell,Cancelled,0,1,1.05,,DAY,03/04/2025 10:36:15 EST,
SPXW250312C06095000,SPXW250312C06095000,Buy,Filled,1,1,@1.50,1.50,DAY,03/04/2025 10:35:22 EST,03/04/2025 10:35:29 EST
SBUX250321P00115000,SBUX250321P00115000,Sell,Cancelled,0,1,@6.00,,DAY,03/04/2025 10:18:24 EST,
SBUX250321P00115000,SBUX250321P00115000,Sell,Filled,1,1,@3.10,3.10,DAY,03/04/2025 10:18:24 EST,03/04/2025 14:04:06 EST
SPXW250310C06165000,SPXW250310C06165000,Buy,Filled,1,1,@0.950,0.950,DAY,03/03/2025 14:03:12 EST,03/03/2025 14:03:13 EST
SPXW250310C06175000,SPXW250310C06175000,Sell,Filled,1,1,@0.750,0.750,DAY,03/03/2025 10:07:46 EST,03/03/2025 12:55:01 EST
SPXW250310C06175000,SPXW250310C06175000,Sell,Cancelled,0,1,@2.00,,DAY,03/03/2025 10:07:46 EST,
SPXW250310C06175000,SPXW250310C06175000,Buy,Filled,1,1,@1.30,1.30,DAY,03/03/2025 10:05:42 EST,03/03/2025 10:06:03 EST
SPXW250310C06160000,SPXW250310C06160000,Sell,Filled,1,1,@1.65,1.65,DAY,03/03/2025 09:56:35 EST,03/03/2025 09:57:05 EST
SPXW250310C06160000,SPXW250310C06160000,Sell,Cancelled,0,1,1.30,,DAY,03/03/2025 09:45:25 EST,
SPXW250310C06160000,SPXW250310C06160000,Sell,Cancelled,0,1,@5.00,,DAY,03/03/2025 09:45:25 EST,
SBUX Calendar,,Buy,Filled,1,1,@0.500,0.500,DAY,03/03/2025 09:44:13 EST,03/03/2025 09:44:36 EST
,SBUX250321P00115000,Buy,Filled,1,1,@1.67,1.67,DAY,03/03/2025 09:44:13 EST,03/03/2025 09:44:36 EST
,SBUX250314P00115000,Sell,Filled,1,1,@1.17,1.17,DAY,03/03/2025 09:44:13 EST,03/03/2025 09:44:36 EST
SPXW250304C06090000,SPXW250304C06090000,Sell,Filled,1,1,@0.550,0.550,DAY,03/03/2025 09:31:27 EST,03/03/2025 09:31:35 EST
SPXW250304C06090000,SPXW250304C06090000,Sell,Filled,1,1,@0.500,0.500,DAY,03/03/2025 09:29:21 EST,03/03/2025 09:30:49 EST
